model,dataset,instances,mean_ms,p95_ms,p99_ms,throughput_inst_per_s,acc,f1,precision,recall
autoencoder-cu,CU,42800,439.299,459.72,470.48,97427.84,0.818107,0.845471,0.735343,0.994397
autoencoder-cu,CU,42900,437.016,453.274,459.959,98165.82,0.818042,0.84542,0.735258,0.99441
autoencoder-cu,CU,43000,436.018,456.339,462.115,98619.84,0.818,0.845391,0.735207,0.994423
autoencoder-cu,CU,43100,440.849,459.553,468.447,97765.97,0.817935,0.845285,0.735041,0.994433
autoencoder-cu,CU,43200,439.79,456.019,458.335,98228.73,0.817963,0.845258,0.735044,0.994352
autoencoder-cu,CU,43300,440.448,460.424,467.159,98308.91,0.818106,0.845381,0.735248,0.99432
autoencoder-cu,CU,43400,443.049,464.671,483.002,97957.49,0.81818,0.845508,0.735431,0.994336
autoencoder-cu,CU,43500,442.047,457.461,465.701,98405.72,0.818276,0.84556,0.735504,0.994348
autoencoder-cu,CU,43600,443.139,457.863,465.319,98388.98,0.818303,0.845599,0.735555,0.994362
autoencoder-cu,CU,43700,448.003,466.805,483.242,97543.97,0.818284,0.845599,0.735548,0.994375
autoencoder-cu,CU,43800,444.77,463.635,472.604,98477.95,0.818356,0.84564,0.735604,0.994388
autoencoder-cu,CU,43900,446.642,465.803,476.845,98289.08,0.81836,0.845668,0.735639,0.994401
autoencoder-cu,CU,44000,450.442,465.579,471.957,97681.93,0.818364,0.845684,0.735656,0.994415
autoencoder-cu,CU,44100,448.319,468.108,482.965,98367.46,0.818367,0.845659,0.735611,0.994426
autoencoder-cu,CU,44200,449.824,467.951,475.789,98260.62,0.818371,0.845663,0.73561,0.994439
