model,dataset,instances,mean_ms,p95_ms,p99_ms,throughput_inst_per_s,acc,f1,precision,recall
lstm-cu,CU,14300,95.637,101.273,108.05,149524.1,0.951259,0.95096,0.947959,0.953981
lstm-cu,CU,14400,96.382,101.049,101.843,149405.58,0.95125,0.950957,0.948175,0.953756
lstm-cu,CU,14500,97.073,103.432,105.631,149372.38,0.951103,0.950781,0.948214,0.953362
lstm-cu,CU,14600,97.377,102.321,108.394,149933.12,0.951027,0.9507,0.94802,0.953395
lstm-cu,CU,14700,98.605,105.909,110.28,149080.2,0.950884,0.9505,0.947771,0.953245
lstm-cu,CU,14800,99.167,106.775,111.606,149243.55,0.950946,0.950538,0.947826,0.953266
lstm-cu,CU,14900,99.639,104.61,106.557,149540.36,0.951074,0.950707,0.94795,0.953479
lstm-cu,CU,15000,100.883,107.019,113.436,148687.61,0.951067,0.950705,0.948031,0.953394
lstm-cu,CU,15100,100.874,106.115,109.182,149691.25,0.951126,0.950761,0.94823,0.953305
lstm-cu,CU,15200,101.069,106.621,111.453,150391.76,0.951118,0.950791,0.948091,0.953507
lstm-cu,CU,15300,102.345,108.405,109.776,149493.9,0.95098,0.950625,0.947755,0.953513
lstm-cu,CU,15400,102.247,106.931,111.058,150616.03,0.951104,0.950736,0.947945,0.953543
lstm-cu,CU,15500,103.433,110.621,114.035,149856.14,0.951161,0.95079,0.948017,0.953579
