model,dataset,instances,mean_ms,p95_ms,p99_ms,throughput_inst_per_s,acc,f1,precision,recall
lstm-du,DU,42500,281.909,326.785,334.15,150757.78,0.926706,0.931501,0.876801,0.99348
lstm-du,DU,42600,276.128,317.662,322.474,154276.54,0.926761,0.931585,0.876971,0.993452
lstm-du,DU,42700,282.148,325.238,344.241,151339.07,0.926768,0.931583,0.876993,0.99342
lstm-du,DU,42800,280.943,323.881,329.884,152344.08,0.926893,0.931668,0.877133,0.993433
lstm-du,DU,42900,283.668,324.523,335.888,151233.13,0.926946,0.931703,0.877185,0.993447
lstm-du,DU,43000,282.956,325.693,332.802,151966.91,0.926884,0.931634,0.877088,0.993415
lstm-du,DU,43100,288.448,330.247,338.433,149420.45,0.926984,0.931731,0.877247,0.993431
lstm-du,DU,43200,281.126,325.229,339.937,153667.61,0.926875,0.931622,0.877043,0.993445
lstm-du,DU,43300,290.719,328.68,339.083,148940.86,0.926859,0.931623,0.877068,0.993416
lstm-du,DU,43400,284.177,323.979,331.083,152721.79,0.926912,0.931644,0.877095,0.993428
lstm-du,DU,43500,288.286,328.247,351.395,150892.03,0.926989,0.93174,0.877251,0.993446
